"SoftPlot Measurement Presentation"
"Start", 3.000000000000000E+0005
"Stop", 6.000000000000000E+0009
"Points",801
"Point","X-Axis (Hz)","REF (re)","REF (im)","UUT (re)","UUT (im)","S13 (re)","S13 (im)"
240,5781678.867401123050,-15.519849777222,0.000000000000,-68.776077270508,0.000000000000,53.256227493286,0.000000000000
241,5853697.198974609380,-15.519661903381,0.000000000000,-68.644927978516,0.000000000000,53.125266075134,0.000000000000
242,5926612.612556457520,-15.521059989929,0.000000000000,-68.633277893066,0.000000000000,53.112217903137,0.000000000000
243,6000436.282363891600,-15.520746231079,0.000000000000,-68.671798706055,0.000000000000,53.151052474976,0.000000000000
244,6075179.522117614750,-15.521218299866,0.000000000000,-68.740783691406,0.000000000000,53.219565391541,0.000000000000
245,6150853.786148071290,-15.520359992981,0.000000000000,-68.687515258789,0.000000000000,53.167155265808,0.000000000000
246,6227470.671585083010,-15.519966125488,0.000000000000,-68.760208129883,0.000000000000,53.240242004395,0.000000000000
247,6305041.919998168950,-15.521482467651,0.000000000000,-68.706626892090,0.000000000000,53.185144424438,0.000000000000
248,6383579.419227600100,-15.520825386047,0.000000000000,-68.708969116211,0.000000000000,53.188143730164,0.000000000000
249,6463095.205062866210,-15.521435737610,0.000000000000,-68.649742126465,0.000000000000,53.128306388855,0.000000000000
250,6543601.463562011720,-15.524076461792,0.000000000000,-68.845108032227,0.000000000000,53.321031570435,0.000000000000
251,6625110.532234191890,-15.524167060852,0.000000000000,-68.749023437500,0.000000000000,53.224856376648,0.000000000000
252,6707634.902397155760,-15.522633552551,0.000000000000,-68.723533630371,0.000000000000,53.200900077820,0.000000000000
253,6791187.220947265620,-15.523786544800,0.000000000000,-68.708755493164,0.000000000000,53.184968948364,0.000000000000
254,6875780.292190551760,-15.523279190063,0.000000000000,-68.906044006348,0.000000000000,53.382764816284,0.000000000000
255,6961427.080307006840,-15.524453163147,0.000000000000,-68.673164367676,0.000000000000,53.148711204529,0.000000000000
256,7048140.710578918460,-15.525986671448,0.000000000000,-68.750114440918,0.000000000000,53.224127769470,0.000000000000
257,7135934.471923828120,-15.525370597839,0.000000000000,-68.841171264648,0.000000000000,53.315800666809,0.000000000000
258,7224821.818778991700,-15.525342941284,0.000000000000,-68.738662719727,0.000000000000,53.213319778442,0.000000000000
259,7314816.373168945310,-15.526084899902,0.000000000000,-68.760414123535,0.000000000000,53.234329223633,0.000000000000
260,7405931.926673889160,-15.526465415955,0.000000000000,-68.753707885742,0.000000000000,53.227242469788,0.000000000000
261,7498182.443061828610,-15.526535987854,0.000000000000,-68.751052856445,0.000000000000,53.224516868591,0.000000000000
262,7591582.059631347660,-15.527250289917,0.000000000000,-68.761634826660,0.000000000000,53.234384536743,0.000000000000
263,7686145.089935302730,-15.527108192444,0.000000000000,-68.891860961914,0.000000000000,53.364752769470,0.000000000000
264,7781886.025787353520,-15.526510238647,0.000000000000,-68.773651123047,0.000000000000,53.247140884399,0.000000000000
265,7878819.539421081540,-15.526711463928,0.000000000000,-68.824905395508,0.000000000000,53.298193931580,0.000000000000
266,7976960.486190795900,-15.527260780334,0.000000000000,-68.846023559570,0.000000000000,53.318762779236,0.000000000000
267,8076323.906127929690,-15.529589653015,0.000000000000,-68.786422729492,0.000000000000,53.256833076477,0.000000000000
268,8176925.026718139650,-15.528515815735,0.000000000000,-68.775283813477,0.000000000000,53.246767997742,0.000000000000
269,8278779.265129089360,-15.529434204102,0.000000000000,-68.721672058105,0.000000000000,53.192237854004,0.000000000000
270,8381902.230583190920,-15.529757499695,0.000000000000,-68.799530029297,0.000000000000,53.269772529602,0.000000000000
271,8486309.726593017580,-15.530550956726,0.000000000000,-68.605903625488,0.000000000000,53.075352668762,0.000000000000
272,8592017.753906250000,-15.530873298645,0.000000000000,-68.807708740234,0.000000000000,53.276835441589,0.000000000000
273,8699042.512237548830,-15.531278610229,0.000000000000,-68.973175048828,0.000000000000,53.441896438599,0.000000000000
274,8807400.403137207030,-15.531416893005,0.000000000000,-68.598915100098,0.000000000000,53.067498207092,0.000000000000
275,8917108.032546997070,-15.531461715698,0.000000000000,-68.842369079590,0.000000000000,53.310907363892,0.000000000000
276,9028182.213195800780,-15.531984329224,0.000000000000,-68.718986511230,0.000000000000,53.187002182007,0.000000000000
277,9140639.967086791990,-15.533057212830,0.000000000000,-68.662849426270,0.000000000000,53.129792213440,0.000000000000
278,9254498.528778076170,-15.533261299133,0.000000000000,-68.789108276367,0.000000000000,53.255846977234,0.000000000000
279,9369775.346954345700,-15.534122467041,0.000000000000,-68.921798706055,0.000000000000,53.387676239014,0.000000000000
280,9486488.087860107420,-15.533224105835,0.000000000000,-68.821525573730,0.000000000000,53.288301467896,0.000000000000
281,9604654.637786865230,-15.533917427063,0.000000000000,-68.676933288574,0.000000000000,53.143015861511,0.000000000000
282,9724293.105651855470,-15.535476684570,0.000000000000,-68.926834106445,0.000000000000,53.391357421875,0.000000000000
283,9845421.826431274410,-15.535636901855,0.000000000000,-68.722709655762,0.000000000000,53.187072753906,0.000000000000
284,9968059.363006591800,-15.535859107971,0.000000000000,-68.941917419434,0.000000000000,53.406058311462,0.000000000000
285,10092224.509643554690,-15.577895164490,0.000000000000,-68.777885437012,0.000000000000,53.199990272522,0.000000000000
286,10217936.294692993160,-15.574151039124,0.000000000000,-68.799209594727,0.000000000000,53.225058555603,0.000000000000
287,10345213.983566284180,-15.572221755981,0.000000000000,-68.715270996094,0.000000000000,53.143049240112,0.000000000000
288,10474077.081451416020,-15.570327758789,0.000000000000,-68.805885314941,0.000000000000,53.235557556152,0.000000000000
289,10604545.337036132810,-15.569433212280,0.000000000000,-68.983200073242,0.000000000000,53.413766860962,0.000000000000
290,10736638.744461059570,-15.568230628967,0.000000000000,-68.902587890625,0.000000000000,53.334357261658,0.000000000000
291,10870377.547103881840,-15.568202972412,0.000000000000,-68.797332763672,0.000000000000,53.229129791260,0.000000000000
292,11005782.240524291990,-15.565827369690,0.000000000000,-68.672897338867,0.000000000000,53.107069969177,0.000000000000
293,11142873.575363159180,-15.564812660217,0.000000000000,-69.082023620605,0.000000000000,53.517210960388,0.000000000000
294,11281672.561294555660,-15.563283920288,0.000000000000,-68.836418151855,0.000000000000,53.273134231567,0.000000000000
295,11422200.469161987300,-15.562442779541,0.000000000000,-68.891159057617,0.000000000000,53.328716278076,0.000000000000
296,11564478.834930419920,-15.561110496521,0.000000000000,-68.704071044922,0.000000000000,53.142960548401,0.000000000000
297,11708529.462844848630,-15.559194564819,0.000000000000,-68.587341308594,0.000000000000,53.028146743774,0.000000000000
298,11854374.428710937500,-15.559704780579,0.000000000000,-68.969680786133,0.000000000000,53.409976005554,0.000000000000
299,12002036.083145141600,-15.558625221252,0.000000000000,-68.522140502930,0.000000000000,52.963515281677,0.000000000000
300,12151537.055786132810,-15.556983947754,0.000000000000,-68.889686584473,0.000000000000,53.332702636719,0.000000000000
301,12302900.257522583010,-15.555683135986,0.000000000000,-68.787200927734,0.000000000000,53.231517791748,0.000000000000
302,12456148.884841918940,-15.555599212646,0.000000000000,-68.744583129883,0.000000000000,53.188983917236,0.000000000000
303,12611306.423171997070,-15.554687500000,0.000000000000,-68.677291870117,0.000000000000,53.122604370117,0.000000000000
304,12768396.650268554690,-15.553996086121,0.000000000000,-68.880935668945,0.000000000000,53.326939582825,0.000000000000
305,12927443.640716552740,-15.552934646606,0.000000000000,-68.775138854980,0.000000000000,53.222204208374,0.000000000000
306,13088471.768341064450,-15.552457809448,0.000000000000,-68.694755554199,0.000000000000,53.142297744751,0.000000000000
307,13251505.710754394530,-15.551188468933,0.000000000000,-68.894935607910,0.000000000000,53.343747138977,0.000000000000
308,13416570.453018188480,-15.550974845886,0.000000000000,-69.025848388672,0.000000000000,53.474873542786,0.000000000000
309,13583691.291381835940,-15.550553321838,0.000000000000,-68.721366882324,0.000000000000,53.170813560486,0.000000000000
310,13752893.836944580080,-15.549557685852,0.000000000000,-68.558624267578,0.000000000000,53.009066581726,0.000000000000
311,13924204.020568847660,-15.549531936646,0.000000000000,-68.799499511719,0.000000000000,53.249967575073,0.000000000000
312,14097648.095382690430,-15.548773765564,0.000000000000,-68.678367614746,0.000000000000,53.129593849182,0.000000000000
313,14273252.641769409180,-15.548324584961,0.000000000000,-68.733848571777,0.000000000000,53.185523986816,0.000000000000
314,14451044.571243286130,-15.546153068542,0.000000000000,-68.774154663086,0.000000000000,53.228001594543,0.000000000000
315,14631051.130218505860,-15.546023368835,0.000000000000,-68.991600036621,0.000000000000,53.445576667786,0.000000000000
316,14813299.905303955080,-15.546663284302,0.000000000000,-68.812248229980,0.000000000000,53.265584945679,0.000000000000
317,14997818.825973510740,-15.545918464661,0.000000000000,-68.957572937012,0.000000000000,53.411654472351,0.000000000000
318,15184636.169830322270,-15.546973228455,0.000000000000,-68.799690246582,0.000000000000,53.252717018127,0.000000000000
319,15373780.566726684570,-15.544072151184,0.000000000000,-68.828636169434,0.000000000000,53.284564018250,0.000000000000
320,15565281.003158569340,-15.544963836670,0.000000000000,-68.812324523926,0.000000000000,53.267360687256,0.000000000000
321,15759166.826370239260,-15.544652938843,0.000000000000,-68.902938842773,0.000000000000,53.358285903931,0.000000000000
322,15955467.750000000000,-15.545047760010,0.000000000000,-68.797561645508,0.000000000000,53.252513885498,0.000000000000
323,16154213.856994628900,-15.543589591980,0.000000000000,-68.815628051758,0.000000000000,53.272038459778,0.000000000000
324,16355435.605285644500,-15.544809341431,0.000000000000,-68.835342407227,0.000000000000,53.290533065796,0.000000000000
325,16559163.832229614300,-15.544352531433,0.000000000000,-68.807067871094,0.000000000000,53.262715339661,0.000000000000
326,16765429.759277343800,-15.544359207153,0.000000000000,-68.988784790039,0.000000000000,53.444425582886,0.000000000000
327,16974264.996459960900,-15.542932510376,0.000000000000,-68.775627136230,0.000000000000,53.232694625854,0.000000000000
328,17185701.548492431600,-15.544137954712,0.000000000000,-68.848739624023,0.000000000000,53.304601669312,0.000000000000
329,17399771.817840576200,-15.543468475342,0.000000000000,-68.745246887207,0.000000000000,53.201778411865,0.000000000000
330,17616508.610870361300,-15.543346405029,0.000000000000,-68.873916625977,0.000000000000,53.330570220947,0.000000000000
331,17835945.142608642600,-15.544066429138,0.000000000000,-68.867774963379,0.000000000000,53.323708534241,0.000000000000
332,18058115.041503906200,-15.544072151184,0.000000000000,-68.836914062500,0.000000000000,53.292841911316,0.000000000000
333,18283052.355804443400,-15.544439315796,0.000000000000,-68.782852172852,0.000000000000,53.238412857056,0.000000000000
334,18510791.556976318400,-15.544477462769,0.000000000000,-68.727890014648,0.000000000000,53.183412551880,0.000000000000
335,18741367.546173095700,-15.545294761658,0.000000000000,-68.597633361816,0.000000000000,53.052338600159,0.000000000000
336,18974815.659240722700,-15.544415473938,0.000000000000,-68.692825317383,0.000000000000,53.148409843445,0.000000000000
337,19211171.672271728500,-15.544030189514,0.000000000000,-68.748291015625,0.000000000000,53.204260826111,0.000000000000
338,19450471.806579589800,-15.543555259705,0.000000000000,-68.604400634766,0.000000000000,53.060845375061,0.000000000000
339,19692752.735687255900,-15.542737007141,0.000000000000,-68.965705871582,0.000000000000,53.422968864441,0.000000000000
340,19938051.588928222700,-15.544684410095,0.000000000000,-68.625068664551,0.000000000000,53.080384254456,0.000000000000
341,20186405.958496093800,-15.545691490173,0.000000000000,-69.078536987305,0.000000000000,53.532845497131,0.000000000000
342,20437853.904846191400,-15.545841217041,0.000000000000,-68.814018249512,0.000000000000,53.268177032471,0.000000000000
343,20692433.962097168000,-15.545853614807,0.000000000000,-69.001007080078,0.000000000000,53.455153465271,0.000000000000
344,20950185.145507812500,-15.547613143921,0.000000000000,-68.922042846680,0.000000000000,53.374429702759,0.000000000000
345,21211146.955169677700,-15.546605110168,0.000000000000,-68.908996582031,0.000000000000,53.362391471863,0.000000000000
346,21475359.383697509800,-15.547235488892,0.000000000000,-68.785194396973,0.000000000000,53.237958908081,0.000000000000
347,21742862.921722412100,-15.547297477722,0.000000000000,-68.793746948242,0.000000000000,53.246449470520,0.000000000000
348,22013698.564270019500,-15.547486305237,0.000000000000,-68.817787170410,0.000000000000,53.270300865173,0.000000000000
349,22287907.816741943400,-15.548599243164,0.000000000000,-69.000007629395,0.000000000000,53.451408386230,0.000000000000
350,22565532.702514648400,-15.548858642578,0.000000000000,-68.757499694824,0.000000000000,53.208641052246,0.000000000000
351,22846615.767395019500,-15.550205230713,0.000000000000,-68.820907592773,0.000000000000,53.270702362061,0.000000000000
352,23131200.087524414100,-15.549905776978,0.000000000000,-68.868255615234,0.000000000000,53.318349838257,0.000000000000
353,23419329.275543212900,-15.550195693970,0.000000000000,-68.843353271484,0.000000000000,53.293157577515,0.000000000000
354,23711047.487060546900,-15.550116539001,0.000000000000,-68.913238525391,0.000000000000,53.363121986389,0.000000000000
355,24006399.428771972700,-15.550017356873,0.000000000000,-68.781951904297,0.000000000000,53.231934547424,0.000000000000
356,24305430.363128662100,-15.551130294800,0.000000000000,-68.678375244141,0.000000000000,53.127244949341,0.000000000000
357,24608186.116760253900,-15.551885604858,0.000000000000,-68.960899353027,0.000000000000,53.409013748169,0.000000000000
358,24914713.087188720700,-15.552208900452,0.000000000000,-68.820739746094,0.000000000000,53.268530845642,0.000000000000
359,25225058.249755859400,-15.554438591003,0.000000000000,-68.788871765137,0.000000000000,53.234433174133,0.000000000000
360,25539269.164642334000,-15.554454803467,0.000000000000,-68.708183288574,0.000000000000,53.153728485107,0.000000000000
361,25857393.985656738300,-15.555043220520,0.000000000000,-68.848060607910,0.000000000000,53.293017387390,0.000000000000
362,26179481.465148925800,-15.555851936340,0.000000000000,-68.730491638184,0.000000000000,53.174639701843,0.000000000000
363,26505580.963165283200,-15.556144714355,0.000000000000,-68.663749694824,0.000000000000,53.107604980469,0.000000000000
364,26835742.454681396500,-15.556070327759,0.000000000000,-68.605621337891,0.000000000000,53.049551010132,0.000000000000
365,27170016.536621093800,-15.557435989380,0.000000000000,-68.808525085449,0.000000000000,53.251089096069,0.000000000000
366,27508454.437561035200,-15.557018280029,0.000000000000,-68.960746765137,0.000000000000,53.403728485107,0.000000000000
367,27851108.022796630900,-15.557023048401,0.000000000000,-68.529090881348,0.000000000000,52.972067832947,0.000000000000
368,28198029.804199218800,-15.557495117188,0.000000000000,-68.982917785645,0.000000000000,53.425422668457,0.000000000000
369,28549272.947723388700,-15.557478904724,0.000000000000,-69.107208251953,0.000000000000,53.549729347229,0.000000000000
370,28904891.281494140600,-15.558588981628,0.000000000000,-68.767692565918,0.000000000000,53.209103584290,0.000000000000
371,29264939.303741455100,-15.558649063110,0.000000000000,-68.918884277344,0.000000000000,53.360235214233,0.000000000000
372,29629472.192962646500,-15.559546470642,0.000000000000,-68.779922485352,0.000000000000,53.220376014709,0.000000000000
373,29998545.813568115200,-15.560664176941,0.000000000000,-69.063018798828,0.000000000000,53.502354621887,0.000000000000
374,30372216.726226806600,-15.560353279114,0.000000000000,-68.927085876465,0.000000000000,53.366732597351,0.000000000000
375,30750542.196197509800,-15.561948776245,0.000000000000,-68.654754638672,0.000000000000,53.092805862427,0.000000000000
376,31133580.202056884800,-15.562952041626,0.000000000000,-69.017463684082,0.000000000000,53.454511642456,0.000000000000
377,31521389.444030761700,-15.562882423401,0.000000000000,-68.810577392578,0.000000000000,53.247694969177,0.000000000000
378,31914029.355133056600,-15.562866210938,0.000000000000,-68.740844726563,0.000000000000,53.177978515625,0.000000000000
379,32311560.107116699200,-15.564433097839,0.000000000000,-68.658775329590,0.000000000000,53.094342231750,0.000000000000
380,32714042.621765136700,-15.564517021179,0.000000000000,-68.555145263672,0.000000000000,52.990628242493,0.000000000000
381,33121538.579681396500,-15.565249443054,0.000000000000,-68.853561401367,0.000000000000,53.288311958313,0.000000000000
382,33534110.429321289100,-15.566089630127,0.000000000000,-68.680847167969,0.000000000000,53.114757537842,0.000000000000
383,33951821.398620605500,-15.567606925964,0.000000000000,-68.801666259766,0.000000000000,53.234059333801,0.000000000000
384,34374735.501403808600,-15.568261146545,0.000000000000,-68.758544921875,0.000000000000,53.190283775330,0.000000000000
385,34802917.549560546900,-15.568161010742,0.000000000000,-68.737525939941,0.000000000000,53.169364929199,0.000000000000
386,35236433.162109375000,-15.570619583130,0.000000000000,-68.823196411133,0.000000000000,53.252576828003,0.000000000000
387,35675348.775512695300,-15.569685935974,0.000000000000,-68.704223632813,0.000000000000,53.134537696838,0.000000000000
388,36119731.653320312500,-15.569809913635,0.000000000000,-68.727058410645,0.000000000000,53.157248497009,0.000000000000
389,36569649.898559570300,-15.571558952332,0.000000000000,-68.721466064453,0.000000000000,53.149907112122,0.000000000000
390,37025172.460815429700,-15.571278572083,0.000000000000,-69.042617797852,0.000000000000,53.471339225769,0.000000000000
391,37486369.149169921900,-15.572172164917,0.000000000000,-68.811378479004,0.000000000000,53.239206314087,0.000000000000
392,37953310.642211914100,-15.574641227722,0.000000000000,-68.815315246582,0.000000000000,53.240674018860,0.000000000000
393,38426068.498352050800,-15.574522018433,0.000000000000,-69.026985168457,0.000000000000,53.452463150024,0.000000000000
394,38904715.169250488300,-15.574601173401,0.000000000000,-68.840248107910,0.000000000000,53.265646934509,0.000000000000
395,39389324.007141113300,-15.574915885925,0.000000000000,-68.690841674805,0.000000000000,53.115925788879,0.000000000000
396,39879969.278442382800,-15.576540946960,0.000000000000,-68.806045532227,0.000000000000,53.229504585266,0.000000000000
397,40376726.174926757800,-15.576842308044,0.000000000000,-68.820915222168,0.000000000000,53.244072914124,0.000000000000
398,40879670.824768066400,-15.577426910400,0.000000000000,-68.980278015137,0.000000000000,53.402851104736,0.000000000000
399,41388880.303771972700,-15.577557563782,0.000000000000,-68.640777587891,0.000000000000,53.063220024109,0.000000000000
400,41904432.650024414100,-15.578897476196,0.000000000000,-68.852005004883,0.000000000000,53.273107528687,0.000000000000
401,42426406.871337890600,-15.580504417419,0.000000000000,-68.878906250000,0.000000000000,53.298401832581,0.000000000000
402,42954882.960632324200,-15.580382347107,0.000000000000,-68.790428161621,0.000000000000,53.210045814514,0.000000000000
403,43489941.907104492200,-15.581984519958,0.000000000000,-68.701301574707,0.000000000000,53.119317054749,0.000000000000
404,44031665.708068847700,-15.581750869751,0.000000000000,-68.935997009277,0.000000000000,53.354246139526,0.000000000000
405,44580137.384460449200,-15.583043098450,0.000000000000,-68.838310241699,0.000000000000,53.255267143250,0.000000000000
406,45135440.989013671900,-15.582949638367,0.000000000000,-68.815010070801,0.000000000000,53.232060432434,0.000000000000
407,45697661.622375488300,-15.585151672363,0.000000000000,-68.563316345215,0.000000000000,52.978164672852,0.000000000000
408,46266885.445129394500,-15.585350990295,0.000000000000,-68.611114501953,0.000000000000,53.025763511658,0.000000000000
409,46843199.691101074200,-15.586110115051,0.000000000000,-68.629432678223,0.000000000000,53.043322563171,0.000000000000
410,47426692.679870605500,-15.586443901062,0.000000000000,-68.707847595215,0.000000000000,53.121403694153,0.000000000000
411,48017453.833679199200,-15.587215423584,0.000000000000,-68.576217651367,0.000000000000,52.989002227783,0.000000000000
412,48615573.686218261700,-15.588475227356,0.000000000000,-68.862533569336,0.000000000000,53.274058341980,0.000000000000
413,49221143.899536132800,-15.588258743286,0.000000000000,-68.669509887695,0.000000000000,53.081251144409,0.000000000000
414,49834257.277709960900,-15.589412689209,0.000000000000,-68.606491088867,0.000000000000,53.017078399658,0.000000000000
415,50455007.779663085900,-15.591259956360,0.000000000000,-68.685615539551,0.000000000000,53.094355583191,0.000000000000
416,51083490.537536621100,-15.593316078186,0.000000000000,-68.542160034180,0.000000000000,52.948843955994,0.000000000000
417,51719801.865783691400,-15.592461585999,0.000000000000,-68.619667053223,0.000000000000,53.027205467224,0.000000000000
418,52364039.279296875000,-15.595041275024,0.000000000000,-68.569740295410,0.000000000000,52.974699020386,0.000000000000
419,53016301.507934570300,-15.594201087952,0.000000000000,-68.722427368164,0.000000000000,53.128226280212,0.000000000000
420,53676688.511108398400,-15.595937728882,0.000000000000,-68.674217224121,0.000000000000,53.078279495239,0.000000000000
421,54345301.492614746100,-15.595921516418,0.000000000000,-68.549171447754,0.000000000000,52.953249931335,0.000000000000
422,55022242.919494628900,-15.598158836365,0.000000000000,-68.453598022461,0.000000000000,52.855439186096,0.000000000000
423,55707616.532470703100,-15.599020004272,0.000000000000,-68.632652282715,0.000000000000,53.033632278442,0.000000000000
424,56401527.365356445300,-15.599902153015,0.000000000000,-68.627250671387,0.000000000000,53.027348518372,0.000000000000
425,57104081.760375976600,-15.601400375366,0.000000000000,-68.866737365723,0.000000000000,53.265336990356,0.000000000000
426,57815387.384338378900,-15.601325988770,0.000000000000,-68.740791320801,0.000000000000,53.139465332031,0.000000000000
427,58535553.244201660200,-15.603370666504,0.000000000000,-68.511749267578,0.000000000000,52.908378601074,0.000000000000
428,59264689.707641601600,-15.604230880737,0.000000000000,-68.887359619141,0.000000000000,53.283128738403,0.000000000000
429,60002908.514282226600,-15.605902671814,0.000000000000,-68.651275634766,0.000000000000,53.045372962952,0.000000000000
430,60750322.796508789100,-15.605437278748,0.000000000000,-68.569297790527,0.000000000000,52.963860511780,0.000000000000
431,61507047.095886230500,-15.607660293579,0.000000000000,-68.684127807617,0.000000000000,53.076467514038,0.000000000000
432,62273197.379760742200,-15.608938217163,0.000000000000,-68.556961059570,0.000000000000,52.948022842407,0.000000000000
433,63048891.063171386700,-15.609164237976,0.000000000000,-68.458213806152,0.000000000000,52.849049568176,0.000000000000
434,63834247.020507812500,-15.611663818359,0.000000000000,-68.565345764160,0.000000000000,52.953681945801,0.000000000000
435,64629385.607910156200,-15.611487388611,0.000000000000,-68.571998596191,0.000000000000,52.960511207581,0.000000000000
436,65434428.680786132800,-15.613317489624,0.000000000000,-68.442634582520,0.000000000000,52.829317092896,0.000000000000
437,66249499.612426757800,-15.616027832031,0.000000000000,-68.688446044922,0.000000000000,53.072418212891,0.000000000000
438,67074723.311706543000,-15.616904258728,0.000000000000,-68.545829772949,0.000000000000,52.928925514221,0.000000000000
439,67910226.246826171900,-15.618383407593,0.000000000000,-68.536735534668,0.000000000000,52.918352127075,0.000000000000
440,68756136.457885742200,-15.617337226868,0.000000000000,-68.610565185547,0.000000000000,52.993227958679,0.000000000000
441,69612583.581054687500,-15.619213104248,0.000000000000,-68.601341247559,0.000000000000,52.982128143311,0.000000000000
442,70479698.867187500000,-15.621348381042,0.000000000000,-68.258918762207,0.000000000000,52.637570381165,0.000000000000
443,71357615.201171875000,-15.623313903809,0.000000000000,-68.633583068848,0.000000000000,53.010269165039,0.000000000000
444,72246467.126220703100,-15.623269081116,0.000000000000,-68.507682800293,0.000000000000,52.884413719177,0.000000000000
445,73146390.858398437500,-15.624486923218,0.000000000000,-68.758438110352,0.000000000000,53.133951187134,0.000000000000
446,74057524.311279296900,-15.625970840454,0.000000000000,-68.655227661133,0.000000000000,53.029256820679,0.000000000000
447,74980007.116577148400,-15.627314567566,0.000000000000,-68.527824401855,0.000000000000,52.900509834290,0.000000000000
448,75913980.645385742200,-15.628737449646,0.000000000000,-68.560012817383,0.000000000000,52.931275367737,0.000000000000
449,76859588.028076171900,-15.628498077393,0.000000000000,-68.269927978516,0.000000000000,52.641429901123,0.000000000000
450,77816974.182128906200,-15.629800796509,0.000000000000,-68.406707763672,0.000000000000,52.776906967163,0.000000000000
451,78786285.826293945300,-15.631728172302,0.000000000000,-68.248779296875,0.000000000000,52.617051124573,0.000000000000
452,79767671.507812500000,-15.631898880005,0.000000000000,-68.529365539551,0.000000000000,52.897466659546,0.000000000000
453,80761281.624755859400,-15.635176658630,0.000000000000,-68.542793273926,0.000000000000,52.907616615295,0.000000000000
454,81767268.446777343800,-15.634406089783,0.000000000000,-68.497291564941,0.000000000000,52.862885475159,0.000000000000
455,82785786.144775390600,-15.635421752930,0.000000000000,-68.689300537109,0.000000000000,53.053878784180,0.000000000000
456,83816990.805786132800,-15.637155532837,0.000000000000,-68.498184204102,0.000000000000,52.861028671265,0.000000000000
457,84861040.462158203100,-15.638004302979,0.000000000000,-68.454299926758,0.000000000000,52.816295623779,0.000000000000
458,85918095.115234375000,-15.638799667358,0.000000000000,-68.478706359863,0.000000000000,52.839906692505,0.000000000000
459,86988316.759155273400,-15.640467643738,0.000000000000,-68.434394836426,0.000000000000,52.793927192688,0.000000000000
460,88071869.404418945300,-15.641105651855,0.000000000000,-68.641296386719,0.000000000000,53.000190734863,0.000000000000
461,89168919.108886718800,-15.644053459167,0.000000000000,-68.357002258301,0.000000000000,52.712948799133,0.000000000000
462,90279633.994506835900,-15.643670082092,0.000000000000,-68.428024291992,0.000000000000,52.784354209900,0.000000000000
463,91404184.279052734400,-15.643682479858,0.000000000000,-68.523811340332,0.000000000000,52.880128860474,0.000000000000
464,92542742.300170898400,-15.645709991455,0.000000000000,-68.469398498535,0.000000000000,52.823688507080,0.000000000000
465,93695482.541137695300,-15.646640777588,0.000000000000,-68.516952514648,0.000000000000,52.870311737061,0.000000000000
466,94862581.662841796900,-15.646688461304,0.000000000000,-68.191703796387,0.000000000000,52.545015335083,0.000000000000
467,96044218.522460937500,-15.648867607117,0.000000000000,-68.395881652832,0.000000000000,52.747014045715,0.000000000000
468,97240574.206176757800,-15.650252342224,0.000000000000,-68.431495666504,0.000000000000,52.781243324280,0.000000000000
469,98451832.056396484400,-15.651463508606,0.000000000000,-68.478713989258,0.000000000000,52.827250480652,0.000000000000
470,99678177.698852539100,-15.652342796326,0.000000000000,-68.366661071777,0.000000000000,52.714318275452,0.000000000000
471,100919799.071533203100,-15.653336524963,0.000000000000,-68.264511108398,0.000000000000,52.611174583435,0.000000000000
472,102176886.451904296900,-15.655836105347,0.000000000000,-68.261833190918,0.000000000000,52.605997085571,0.000000000000
473,103449632.494384765600,-15.656577110291,0.000000000000,-68.400642395020,0.000000000000,52.744065284729,0.000000000000
474,104738232.241088867200,-15.658288955688,0.000000000000,-68.158859252930,0.000000000000,52.500570297241,0.000000000000
475,106042883.173828125000,-15.658128738403,0.000000000000,-68.210601806641,0.000000000000,52.552473068237,0.000000000000
476,107363785.234741210900,-15.661987304688,0.000000000000,-68.366950988770,0.000000000000,52.704963684082,0.000000000000
477,108701140.845581054700,-15.664456367493,0.000000000000,-68.184471130371,0.000000000000,52.520014762878,0.000000000000
478,110055154.963989257800,-15.663847923279,0.000000000000,-68.406478881836,0.000000000000,52.742630958557,0.000000000000
479,111426035.085815429700,-15.665414810181,0.000000000000,-68.359619140625,0.000000000000,52.694204330444,0.000000000000
480,112813991.302978515600,-15.666718482971,0.000000000000,-68.405593872070,0.000000000000,52.738875389099,0.000000000000
481,114219236.324218750000,-15.668354034424,0.000000000000,-68.324302673340,0.000000000000,52.655948638916,0.000000000000
482,115641985.496337890600,-15.670200347900,0.000000000000,-68.222427368164,0.000000000000,52.552227020264,0.000000000000
483,117082456.864135742200,-15.672472000122,0.000000000000,-68.189239501953,0.000000000000,52.516767501831,0.000000000000
484,118540871.172729492200,-15.671888351440,0.000000000000,-68.334465026855,0.000000000000,52.662576675415,0.000000000000
485,120017451.928833007800,-15.673935890198,0.000000000000,-68.205474853516,0.000000000000,52.531538963318,0.000000000000
486,121512425.423095703100,-15.676969528198,0.000000000000,-68.105819702148,0.000000000000,52.428850173950,0.000000000000
487,123026020.752929687500,-15.677574157715,0.000000000000,-68.042121887207,0.000000000000,52.364547729492,0.000000000000
488,124558469.885742187500,-15.680184364319,0.000000000000,-68.273437500000,0.000000000000,52.593253135681,0.000000000000
489,126110007.661743164100,-15.681851387024,0.000000000000,-68.220649719238,0.000000000000,52.538798332214,0.000000000000
490,127680871.859252929700,-15.685212135315,0.000000000000,-68.450164794922,0.000000000000,52.764952659607,0.000000000000
491,129271303.218017578100,-15.686859130859,0.000000000000,-68.235603332520,0.000000000000,52.548744201660,0.000000000000
